# gnuplot data for packet timing
# ts	local_ts	difference
1383087283104	1383087283477	373
1383087283114	1383087283487	373
1383087283124	1383087283497	373
1383087283134	1383087283507	373
1383087283144	1383087283517	373
1383087283154	1383087283527	373
1383087283164	1383087283537	373
1383087283174	1383087283547	373
1383087283184	1383087283557	373
1383087283194	1383087283567	373
1383087283204	1383087283577	373
1383087283214	1383087283587	373
1383087283224	1383087283597	373
1383087283234	1383087283607	373
1383087283244	1383087283617	373
1383087283254	1383087283627	373
1383087283264	1383087283637	373
1383087283274	1383087283647	373
1383087283284	1383087283657	373
1383087283294	1383087283667	373
1383087283304	1383087283677	373
1383087283314	1383087283687	373
1383087283324	1383087283697	373
1383087283334	1383087283707	373
1383087283344	1383087283717	373
1383087283354	1383087283727	373
1383087283364	1383087283737	373
1383087283374	1383087283747	373
1383087283384	1383087283757	373
1383087283394	1383087283767	373
1383087283404	1383087283777	373
1383087283414	1383087283787	373
1383087283424	1383087283797	373
1383087283434	1383087283807	373
1383087283444	1383087283817	373
1383087283454	1383087283827	373
1383087283464	1383087283837	373
1383087283474	1383087283847	373
1383087283484	1383087283857	373
1383087283494	1383087283867	373
1383087283504	1383087283877	373
1383087283514	1383087283887	373
1383087283524	1383087283897	373
1383087283534	1383087283907	373
1383087283544	1383087283917	373
1383087283554	1383087283927	373
1383087283564	1383087283937	373
1383087283574	1383087283947	373
1383087283584	1383087283957	373
1383087283594	1383087283967	373
1383087283604	1383087283977	373
1383087283614	1383087283987	373
1383087283624	1383087283997	373
1383087283634	1383087284007	373
1383087283644	1383087284017	373
1383087283654	1383087284027	373
1383087283664	1383087284037	373
1383087283674	1383087284047	373
1383087283684	1383087284057	373
1383087283694	1383087284067	373
1383087283704	1383087284077	373
